isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false SOUTH WEST 163 150
true false WEST SOUTH 163 150
true false SOUTH SOUTH 162 160
true false SOUTH WEST 162 160
true false WEST NORTH 161 -2147483479
true false NORTH NORTH 161 -2147483479
true false NORTH NORTH 161 -2147483479
true false NORTH SOUTH 161 -2147483479
true false SOUTH EAST 161 -2147483479
true false EAST WEST 161 -2147483479
true false WEST EAST 161 -2147483479
true false EAST SOUTH 161 -2147483479
true false SOUTH NORTH 161 -2147483479
true false NORTH SOUTH 161 -2147483479
true false SOUTH EAST 161 -2147483479
true false EAST NORTH 161 -2147483479
true false NORTH WEST 161 -2147483479
true false WEST SOUTH 161 -2147483479
true false SOUTH WEST 161 -2147483479
true false WEST EAST 161 -2147483479
true false EAST SOUTH 161 -2147483479
true false SOUTH EAST 161 -2147483479
true false EAST EAST 161 -2147483479
true false EAST EAST 161 -2147483479
true false EAST SOUTH 161 -2147483479
true false SOUTH NORTH 161 -2147483479
true false NORTH NORTH 161 -2147483479
true false NORTH WEST 161 -2147483479
true false WEST EAST 161 -2147483479
true false EAST WEST 161 -2147483479
true false WEST SOUTH 161 -2147483479
true false SOUTH WEST 161 -2147483479
true false WEST NORTH 161 -2147483479
true false NORTH SOUTH 161 -2147483479
true false SOUTH SOUTH 161 -2147483479
true false SOUTH NORTH 161 -2147483479
true false NORTH EAST 161 -2147483479
true false EAST WEST 161 -2147483479
true false WEST SOUTH 161 -2147483479
true false SOUTH EAST 161 -2147483479
true false EAST NORTH 161 -2147483479
true false NORTH SOUTH 161 -2147483479
true false SOUTH NORTH 161 -2147483479
true false NORTH EAST 161 -2147483479
true false EAST NORTH 161 -2147483479
true false NORTH SOUTH 161 -2147483479
true false SOUTH SOUTH 161 -2147483479
true false SOUTH WEST 161 -2147483479
true false WEST NORTH 161 -2147483479
true false NORTH EAST 161 -2147483479
true false EAST SOUTH 161 -2147483479
true false SOUTH EAST 161 -2147483479
true false EAST NORTH 161 -2147483479
true false NORTH EAST 161 -2147483479
true false EAST SOUTH 161 -2147483479
true false SOUTH SOUTH 161 -2147483479
true false SOUTH NORTH 161 -2147483479
true false NORTH WEST 161 -2147483479
true false WEST WEST 161 -2147483479
true false WEST SOUTH 161 -2147483479
true false SOUTH NORTH 161 -2147483479
true false NORTH NORTH 161 -2147483479
true false NORTH SOUTH 161 -2147483479
true false SOUTH SOUTH 161 -2147483479
true false SOUTH EAST 161 -2147483479
true false EAST NORTH 161 -2147483479
true false NORTH SOUTH 161 -2147483479
true false SOUTH SOUTH 161 -2147483479
true false SOUTH SOUTH 161 -2147483479
true false SOUTH NORTH 161 -2147483479
true false NORTH NORTH 161 -2147483479
true false NORTH EAST 161 -2147483479
true false EAST NORTH 161 -2147483479
true false NORTH EAST 161 -2147483479
true false EAST EAST 161 -2147483479
true false EAST EAST 161 -2147483479
true false EAST WEST 161 -2147483479
true false WEST SOUTH 161 -2147483479
true false SOUTH SOUTH 161 -2147483479
true false SOUTH WEST 161 -2147483479
true false WEST EAST 161 -2147483479
true false EAST EAST 161 -2147483479
true false EAST EAST 161 -2147483479
true false EAST WEST 161 -2147483479
true false WEST WEST 161 -2147483479
true false WEST SOUTH 161 -2147483479
true false SOUTH SOUTH 161 -2147483479
true false SOUTH NORTH 161 -2147483479
true false NORTH EAST 161 -2147483479
true false EAST EAST 161 -2147483479
true false EAST NORTH 161 -2147483479
true false NORTH SOUTH 161 -2147483479
true false SOUTH NORTH 161 -2147483479
true false NORTH EAST 161 -2147483479
true false EAST WEST 161 -2147483479
true false WEST EAST 161 -2147483479
true false EAST SOUTH 161 -2147483479
true false SOUTH EAST 161 -2147483479
true false EAST EAST 161 -2147483479
true false EAST WEST 161 -2147483479
true false WEST EAST 161 -2147483479
true false EAST EAST 161 -2147483479
true false EAST EAST 161 -2147483479
true false EAST WEST 161 -2147483479
true false WEST SOUTH 161 -2147483479
true false SOUTH WEST 161 -2147483479
true false WEST WEST 161 -2147483479
true false WEST NORTH 160 178
true false NORTH NORTH 160 178
true false NORTH WEST 160 178
true false WEST EAST 160 178
true false EAST WEST 160 178
true false WEST WEST 160 178
true false WEST WEST 160 178
true false WEST WEST 160 178
true false WEST NORTH 160 178
true false NORTH NORTH 160 178
true false NORTH NORTH 160 178
true false NORTH NORTH 160 178
true false NORTH EAST 160 178
true false EAST SOUTH 160 178
true false SOUTH WEST 160 178
true false WEST NORTH 160 178
true false NORTH EAST 160 178
true false EAST EAST 160 178
true false EAST NORTH 160 178
true false NORTH NORTH 160 178
true false NORTH WEST 160 178
true false WEST NORTH 160 178
true false NORTH SOUTH 160 178
true false SOUTH NORTH 160 178
true false NORTH WEST 160 178
true false WEST NORTH 160 178
true false NORTH WEST 160 178
true false WEST EAST 160 178
true false EAST SOUTH 160 178
true false SOUTH NORTH 160 178
true false NORTH WEST 160 178
true false WEST EAST 160 178
true false EAST WEST 160 178
true false WEST WEST 160 178
true false WEST EAST 160 178
true false EAST SOUTH 160 178
true false SOUTH EAST 160 178
true false EAST EAST 160 178
true false EAST SOUTH 160 178
true false SOUTH WEST 160 178
true false WEST SOUTH 160 178
true false SOUTH WEST 160 178
true false WEST EAST 160 178
true false EAST NORTH 160 178
true false NORTH NORTH 160 178
true false NORTH NORTH 160 178
true false NORTH NORTH 160 178
true false NORTH WEST 160 178
true false WEST NORTH 160 178
true false NORTH WEST 160 178
true false WEST NORTH 160 178
true false NORTH NORTH 160 178
true false NORTH WEST 159 188
true false WEST WEST 159 188
true false WEST WEST 159 188
true false WEST SOUTH 159 188
true false SOUTH WEST 159 188
true false WEST WEST 159 188
true false WEST EAST 159 188
true false EAST EAST 159 188
true false EAST NORTH 159 188
true false NORTH EAST 159 188
true false EAST EAST 159 188
true false EAST NORTH 159 188
true false NORTH EAST 158 198
true false EAST EAST 158 198
true false EAST WEST 158 198
true false WEST WEST 158 198
true false WEST SOUTH 158 198
true false SOUTH SOUTH 158 198
true false SOUTH SOUTH 158 198
true false SOUTH SOUTH 158 198
true false SOUTH EAST 158 198
true false EAST WEST 158 198
true false WEST EAST 158 198
true false EAST WEST 158 198
true false WEST SOUTH 158 198
true false SOUTH NORTH 157 208
true false NORTH WEST 157 208
true false WEST SOUTH 157 208
true false SOUTH WEST 157 208
true false WEST SOUTH 156 -2147483431
true false SOUTH SOUTH 156 -2147483431
true false SOUTH NORTH 156 -2147483431
true false NORTH EAST 156 -2147483431
true false EAST SOUTH 156 -2147483431
true false SOUTH SOUTH 155 -2147483421
true false SOUTH EAST 154 -2147483411
true false EAST SOUTH 153 -2147483401
true false SOUTH EAST 153 -2147483401
true false EAST SOUTH 152 -2147483391
true false SOUTH WEST 152 -2147483391
true false WEST NORTH 152 -2147483391
true false NORTH EAST 152 -2147483391
true false EAST SOUTH 152 -2147483391
true false SOUTH WEST 152 -2147483391
true false WEST NORTH 152 -2147483391
true false NORTH WEST 152 -2147483391
true false WEST EAST 152 -2147483391
true false EAST NORTH 152 -2147483391
true false NORTH NORTH 152 -2147483391
true false NORTH WEST 152 -2147483391
true false WEST NORTH 152 -2147483391
true false NORTH EAST 152 -2147483391
true false EAST SOUTH 152 -2147483391
true false SOUTH NORTH 152 -2147483391
true false NORTH SOUTH 152 -2147483391
true false SOUTH NORTH 152 -2147483391
true false NORTH NORTH 152 -2147483391
true false NORTH NORTH 152 -2147483391
true false NORTH NORTH 152 -2147483391
true false NORTH EAST 152 -2147483391
true false EAST WEST 152 -2147483391
true false WEST SOUTH 152 -2147483391
true false SOUTH EAST 152 -2147483391
true false EAST NORTH 152 -2147483391
true false NORTH SOUTH 152 -2147483391
true false SOUTH EAST 152 -2147483391
true false EAST NORTH 152 -2147483391
true false NORTH NORTH 152 -2147483391
true false NORTH NORTH 152 -2147483391
true false NORTH EAST 152 -2147483391
true false EAST SOUTH 152 -2147483391
true false SOUTH WEST 152 -2147483391
true false WEST NORTH 152 -2147483391
true false NORTH NORTH 152 -2147483391
true false NORTH EAST 152 -2147483391
true false EAST NORTH 152 -2147483391
true false NORTH EAST 151 -2147483381
true false EAST EAST 151 -2147483381
true false EAST NORTH 151 -2147483381
true false NORTH SOUTH 151 -2147483381
true false SOUTH SOUTH 151 -2147483381
true false SOUTH SOUTH 151 -2147483381
true false SOUTH NORTH 151 -2147483381
true false NORTH SOUTH 151 -2147483381
true false SOUTH NORTH 151 -2147483381
true false NORTH EAST 151 -2147483381
true false EAST WEST 151 -2147483381
true false WEST NORTH 151 -2147483381
true false NORTH WEST 151 -2147483381
true false WEST NORTH 151 -2147483381
true false NORTH WEST 151 -2147483381
true false WEST EAST 151 -2147483381
true false EAST NORTH 151 -2147483381
true false NORTH SOUTH 151 -2147483381
true false SOUTH NORTH 151 -2147483381
true false NORTH WEST 151 -2147483381
true false WEST NORTH 151 -2147483381
true false NORTH NORTH 150 -2147483371
true false NORTH NORTH 149 -2147483361
true false NORTH EAST 148 -2147483351
true false EAST EAST 148 -2147483351
true false EAST SOUTH 148 -2147483351
true false SOUTH EAST 148 -2147483351
true false EAST NORTH 148 -2147483351
true false NORTH NORTH 148 -2147483351
true false NORTH WEST 147 -2147483341
true false WEST EAST 147 -2147483341
true false EAST NORTH 146 -2147483331
true false NORTH SOUTH 146 -2147483331
true false SOUTH EAST 146 -2147483331
true false EAST EAST 145 -2147483321
true false EAST EAST 144 -2147483311
false false EAST EAST 143 -2147483301
