isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false NORTH EAST 159 190
true false EAST NORTH 159 190
true false NORTH SOUTH 158 200
true false SOUTH SOUTH 158 200
true false SOUTH NORTH 158 200
true false NORTH EAST 158 200
true false EAST WEST 158 200
true false WEST EAST 158 200
true false EAST WEST 158 200
true false WEST SOUTH 158 200
true false SOUTH SOUTH 158 200
true false SOUTH EAST 158 200
true false EAST NORTH 158 200
true false NORTH NORTH 158 200
true false NORTH NORTH 158 200
true false NORTH SOUTH 158 200
true false SOUTH SOUTH 158 200
true false SOUTH EAST 158 200
true false EAST EAST 158 200
true false EAST NORTH 158 200
true false NORTH EAST 158 200
true false EAST WEST 158 200
true false WEST SOUTH 158 200
true false SOUTH EAST 158 200
true false EAST EAST 158 200
true false EAST WEST 158 200
true false WEST SOUTH 158 200
true false SOUTH NORTH 158 200
true false NORTH NORTH 158 200
true false NORTH NORTH 158 200
true false NORTH WEST 158 200
true false WEST EAST 157 -2147483439
true false EAST EAST 157 -2147483439
true false EAST SOUTH 157 -2147483439
true false SOUTH WEST 157 -2147483439
true false WEST WEST 157 -2147483439
true false WEST SOUTH 157 -2147483439
true false SOUTH SOUTH 157 -2147483439
true false SOUTH SOUTH 157 -2147483439
true false SOUTH WEST 157 -2147483439
true false WEST NORTH 157 -2147483439
true false NORTH SOUTH 157 -2147483439
true false SOUTH EAST 157 -2147483439
true false EAST SOUTH 157 -2147483439
true false SOUTH NORTH 157 -2147483439
true false NORTH NORTH 157 -2147483439
true false NORTH EAST 157 -2147483439
true false EAST SOUTH 157 -2147483439
true false SOUTH WEST 157 -2147483439
true false WEST WEST 157 -2147483439
true false WEST SOUTH 157 -2147483439
true false SOUTH EAST 157 -2147483439
true false EAST SOUTH 157 -2147483439
true false SOUTH NORTH 157 -2147483439
true false NORTH SOUTH 157 -2147483439
true false SOUTH EAST 157 -2147483439
true false EAST WEST 157 -2147483439
true false WEST NORTH 157 -2147483439
true false NORTH NORTH 157 -2147483439
true false NORTH NORTH 157 -2147483439
true false NORTH WEST 157 -2147483439
true false WEST SOUTH 157 -2147483439
true false SOUTH NORTH 157 -2147483439
true false NORTH NORTH 157 -2147483439
true false NORTH EAST 157 -2147483439
true false EAST NORTH 157 -2147483439
true false NORTH NORTH 157 -2147483439
true false NORTH SOUTH 157 -2147483439
true false SOUTH NORTH 157 -2147483439
true false NORTH WEST 157 -2147483439
true false WEST SOUTH 157 -2147483439
true false SOUTH SOUTH 157 -2147483439
true false SOUTH EAST 157 -2147483439
true false EAST NORTH 157 -2147483439
true false NORTH NORTH 157 -2147483439
true false NORTH NORTH 157 -2147483439
true false NORTH NORTH 157 -2147483439
true false NORTH EAST 157 -2147483439
true false EAST NORTH 157 -2147483439
true false NORTH WEST 157 -2147483439
true false WEST EAST 157 -2147483439
true false EAST EAST 157 -2147483439
true false EAST EAST 157 -2147483439
true false EAST WEST 157 -2147483439
true false WEST SOUTH 157 -2147483439
true false SOUTH WEST 157 -2147483439
true false WEST NORTH 157 -2147483439
true false NORTH EAST 157 -2147483439
true false EAST SOUTH 157 -2147483439
true false SOUTH NORTH 157 -2147483439
true false NORTH WEST 157 -2147483439
true false WEST EAST 157 -2147483439
true false EAST SOUTH 157 -2147483439
true false SOUTH WEST 157 -2147483439
true false WEST SOUTH 157 -2147483439
true false SOUTH EAST 156 -2147483429
true false EAST NORTH 156 -2147483429
true false NORTH WEST 156 -2147483429
true false WEST SOUTH 156 -2147483429
true false SOUTH NORTH 156 -2147483429
true false NORTH WEST 156 -2147483429
true false WEST NORTH 156 -2147483429
true false NORTH SOUTH 156 -2147483429
true false SOUTH SOUTH 156 -2147483429
true false SOUTH WEST 156 -2147483429
true false WEST SOUTH 156 -2147483429
true false SOUTH SOUTH 155 -2147483419
true false SOUTH SOUTH 154 -2147483409
true false SOUTH NORTH 153 -2147483399
true false NORTH EAST 153 -2147483399
true false EAST WEST 152 -2147483389
true false WEST WEST 152 -2147483389
true false WEST WEST 151 268
true false WEST WEST 150 -2147483396
true false WEST EAST 149 261
true false EAST SOUTH 149 261
true false SOUTH NORTH 149 261
true false NORTH EAST 149 261
true false EAST WEST 149 261
true false WEST EAST 149 261
true false EAST EAST 149 261
true false EAST EAST 149 261
true false EAST EAST 149 261
true false EAST EAST 148 246
true false EAST EAST 147 231
true false EAST WEST 146 216
true false WEST SOUTH 146 216
true false SOUTH NORTH 146 216
true false NORTH WEST 146 216
true false WEST SOUTH 146 216
true false SOUTH WEST 146 216
true false WEST EAST 146 216
true false EAST NORTH 146 216
true false NORTH WEST 146 216
true false WEST WEST 146 216
true false WEST EAST 146 216
true false EAST NORTH 146 216
true false NORTH NORTH 146 216
true false NORTH EAST 146 216
true false EAST NORTH 146 216
true false NORTH EAST 146 216
true false EAST WEST 146 216
true false WEST NORTH 146 216
true false NORTH NORTH 146 216
true false NORTH NORTH 146 216
true false NORTH EAST 146 216
true false EAST SOUTH 146 216
true false SOUTH NORTH 146 216
true false NORTH SOUTH 146 216
true false SOUTH EAST 146 216
true false EAST WEST 146 216
true false WEST EAST 146 216
true false EAST SOUTH 146 216
true false SOUTH WEST 146 216
true false WEST WEST 146 216
true false WEST WEST 146 216
true false WEST SOUTH 146 216
true false SOUTH WEST 146 216
true false WEST SOUTH 146 216
true false SOUTH SOUTH 146 216
true false SOUTH EAST 146 216
true false EAST WEST 146 216
true false WEST SOUTH 146 216
true false SOUTH NORTH 146 216
true false NORTH EAST 146 216
true false EAST SOUTH 146 216
true false SOUTH EAST 146 216
true false EAST EAST 146 216
true false EAST EAST 145 201
true false EAST EAST 145 201
true false EAST SOUTH 145 201
true false SOUTH SOUTH 144 186
false false SOUTH SOUTH 143 171
