isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false WEST NORTH 165 130
true false NORTH WEST 165 130
true false WEST EAST 165 130
true false EAST EAST 165 130
true false EAST WEST 165 130
true false WEST NORTH 165 130
true false NORTH WEST 165 130
true false WEST EAST 165 130
true false EAST NORTH 165 130
true false NORTH WEST 165 130
true false WEST WEST 165 130
true false WEST NORTH 165 130
true false NORTH WEST 165 130
true false WEST WEST 165 130
true false WEST EAST 165 130
true false EAST EAST 165 130
true false EAST EAST 165 130
true false EAST SOUTH 165 130
true false SOUTH WEST 165 130
true false WEST NORTH 165 130
true false NORTH WEST 165 130
true false WEST SOUTH 165 130
true false SOUTH EAST 165 130
true false EAST EAST 165 130
true false EAST SOUTH 165 130
true false SOUTH SOUTH 165 130
true false SOUTH SOUTH 165 130
true false SOUTH NORTH 165 130
true false NORTH EAST 165 130
true false EAST NORTH 165 130
true false NORTH EAST 165 130
true false EAST EAST 165 130
true false EAST NORTH 165 130
true false NORTH EAST 165 130
true false EAST WEST 165 130
true false WEST SOUTH 165 130
true false SOUTH NORTH 165 130
true false NORTH NORTH 165 130
true false NORTH WEST 165 130
true false WEST SOUTH 165 130
true false SOUTH NORTH 165 130
true false NORTH WEST 165 130
true false WEST NORTH 165 130
true false NORTH EAST 165 130
true false EAST NORTH 165 130
true false NORTH WEST 165 130
true false WEST NORTH 165 130
true false NORTH WEST 165 130
true false WEST SOUTH 165 130
true false SOUTH EAST 165 130
true false EAST SOUTH 165 130
true false SOUTH NORTH 165 130
true false NORTH SOUTH 165 130
true false SOUTH EAST 165 130
true false EAST WEST 165 130
true false WEST WEST 165 130
true false WEST NORTH 165 130
true false NORTH EAST 165 130
true false EAST SOUTH 165 130
true false SOUTH NORTH 165 130
true false NORTH NORTH 165 130
true false NORTH EAST 165 130
true false EAST EAST 165 130
true false EAST EAST 165 130
true false EAST SOUTH 165 130
true false SOUTH SOUTH 165 130
true false SOUTH EAST 165 130
true false EAST EAST 165 130
true false EAST SOUTH 164 140
true false SOUTH EAST 163 150
true false EAST EAST 163 150
true false EAST SOUTH 163 150
true false SOUTH WEST 162 160
true false WEST NORTH 162 160
true false NORTH SOUTH 162 160
true false SOUTH EAST 162 160
true false EAST WEST 162 160
true false WEST EAST 162 160
true false EAST EAST 162 160
true false EAST WEST 162 160
true false WEST SOUTH 162 160
true false SOUTH WEST 161 170
true false WEST EAST 161 170
true false EAST NORTH 161 170
true false NORTH NORTH 161 170
true false NORTH NORTH 161 170
true false NORTH EAST 161 170
true false EAST WEST 161 170
true false WEST NORTH 161 170
true false NORTH NORTH 160 180
true false NORTH WEST 159 190
true false WEST NORTH 159 190
true false NORTH NORTH 158 200
true false NORTH SOUTH 157 210
true false SOUTH WEST 157 210
true false WEST NORTH 157 210
true false NORTH SOUTH 157 210
true false SOUTH WEST 157 210
true false WEST NORTH 157 210
true false NORTH NORTH 157 210
true false NORTH NORTH 156 220
true false NORTH NORTH 155 230
true false NORTH SOUTH 154 240
true false SOUTH EAST 154 240
true false EAST SOUTH 153 250
true false SOUTH SOUTH 153 250
true false SOUTH NORTH 153 250
true false NORTH SOUTH 153 250
true false SOUTH EAST 153 250
true false EAST EAST 152 260
true false EAST WEST 151 270
true false WEST EAST 151 270
true false EAST WEST 151 270
true false WEST NORTH 151 270
true false NORTH WEST 151 270
true false WEST EAST 151 270
true false EAST WEST 151 270
true false WEST SOUTH 151 270
true false SOUTH WEST 151 270
true false WEST WEST 151 270
true false WEST WEST 150 -2147483394
true false WEST WEST 149 263
true false WEST EAST 148 -2147483401
true false EAST SOUTH 148 -2147483401
true false SOUTH WEST 147 -2147483391
true false WEST SOUTH 147 -2147483391
true false SOUTH EAST 146 -2147483381
true false EAST WEST 146 -2147483381
true false WEST EAST 145 276
true false EAST EAST 145 276
true false EAST NORTH 145 276
true false NORTH SOUTH 145 276
true false SOUTH WEST 145 276
true false WEST NORTH 145 276
true false NORTH NORTH 145 276
true false NORTH NORTH 145 276
true false NORTH EAST 145 276
true false EAST WEST 145 276
true false WEST NORTH 145 276
true false NORTH SOUTH 145 276
true false SOUTH NORTH 145 276
true false NORTH SOUTH 145 276
true false SOUTH SOUTH 145 276
true false SOUTH EAST 145 276
true false EAST EAST 145 276
true false EAST WEST 145 276
true false WEST EAST 145 276
true false EAST EAST 145 276
true false EAST NORTH 145 276
true false NORTH SOUTH 145 276
true false SOUTH EAST 145 276
true false EAST SOUTH 145 276
true false SOUTH SOUTH 145 276
true false SOUTH SOUTH 145 276
true false SOUTH SOUTH 145 276
true false SOUTH SOUTH 145 276
true false SOUTH NORTH 145 276
true false NORTH SOUTH 145 276
true false SOUTH SOUTH 145 276
true false SOUTH SOUTH 145 276
true false SOUTH EAST 145 276
true false EAST NORTH 145 276
true false NORTH NORTH 145 276
true false NORTH EAST 145 276
true false EAST SOUTH 145 276
true false SOUTH EAST 145 276
true false EAST NORTH 145 276
true false NORTH NORTH 145 276
true false NORTH SOUTH 144 261
true false SOUTH WEST 144 261
true false WEST SOUTH 144 261
true false SOUTH EAST 144 261
true false EAST WEST 144 261
true false WEST NORTH 144 261
true false NORTH EAST 144 261
true false EAST WEST 144 261
true false WEST SOUTH 144 261
true false SOUTH WEST 144 261
true false WEST EAST 144 261
true false EAST EAST 144 261
true false EAST WEST 144 261
true false WEST NORTH 144 261
true false NORTH SOUTH 144 261
true false SOUTH EAST 144 261
true false EAST SOUTH 144 261
true false SOUTH EAST 144 261
true false EAST SOUTH 144 261
true false SOUTH WEST 144 261
true false WEST SOUTH 144 261
true false SOUTH WEST 144 261
true false WEST SOUTH 144 261
true false SOUTH WEST 144 261
true false WEST NORTH 144 261
true false NORTH EAST 144 261
true false EAST EAST 144 261
true false EAST SOUTH 144 261
true false SOUTH EAST 144 261
true false EAST NORTH 144 261
true false NORTH NORTH 144 261
true false NORTH WEST 144 261
true false WEST SOUTH 144 261
true false SOUTH SOUTH 144 261
true false SOUTH NORTH 144 261
true false NORTH EAST 144 261
true false EAST WEST 144 261
true false WEST WEST 144 261
true false WEST SOUTH 144 261
true false SOUTH EAST 144 261
true false EAST NORTH 144 261
true false NORTH NORTH 144 261
true false NORTH NORTH 144 261
true false NORTH NORTH 144 261
true false NORTH WEST 144 261
true false WEST WEST 144 261
true false WEST NORTH 144 261
true false NORTH SOUTH 144 261
true false SOUTH NORTH 144 261
true false NORTH WEST 144 261
true false WEST EAST 144 261
true false EAST NORTH 144 261
true false NORTH NORTH 144 261
true false NORTH SOUTH 144 261
true false SOUTH EAST 144 261
true false EAST EAST 144 261
true false EAST NORTH 144 261
true false NORTH SOUTH 144 261
true false SOUTH NORTH 144 261
true false NORTH EAST 144 261
false false EAST EAST 143 246
