isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false WEST WEST 169 90
true false WEST SOUTH 169 90
true false SOUTH EAST 169 90
true false EAST NORTH 169 90
true false NORTH SOUTH 169 90
true false SOUTH EAST 169 90
true false EAST NORTH 169 90
true false NORTH SOUTH 169 90
true false SOUTH WEST 169 90
true false WEST SOUTH 169 90
true false SOUTH SOUTH 169 90
true false SOUTH EAST 169 90
true false EAST NORTH 169 90
true false NORTH NORTH 169 90
true false NORTH SOUTH 169 90
true false SOUTH EAST 169 90
true false EAST EAST 169 90
true false EAST WEST 169 90
true false WEST WEST 169 90
true false WEST WEST 169 90
true false WEST WEST 169 90
true false WEST SOUTH 169 90
true false SOUTH NORTH 169 90
true false NORTH EAST 169 90
true false EAST WEST 169 90
true false WEST EAST 169 90
true false EAST EAST 169 90
true false EAST SOUTH 169 90
true false SOUTH NORTH 169 90
true false NORTH SOUTH 169 90
true false SOUTH EAST 169 90
true false EAST WEST 169 90
true false WEST EAST 169 90
true false EAST EAST 169 90
true false EAST SOUTH 169 90
true false SOUTH WEST 169 90
true false WEST EAST 169 90
true false EAST NORTH 169 90
true false NORTH SOUTH 169 90
true false SOUTH WEST 169 90
true false WEST EAST 169 90
true false EAST WEST 169 90
true false WEST EAST 169 90
true false EAST SOUTH 169 90
true false SOUTH NORTH 168 100
true false NORTH EAST 168 100
true false EAST WEST 168 100
true false WEST EAST 168 100
true false EAST EAST 168 100
true false EAST EAST 168 100
true false EAST SOUTH 168 100
true false SOUTH SOUTH 168 100
true false SOUTH NORTH 168 100
true false NORTH EAST 168 100
true false EAST SOUTH 168 100
true false SOUTH SOUTH 168 100
true false SOUTH EAST 168 100
true false EAST WEST 167 110
true false WEST NORTH 167 110
true false NORTH SOUTH 167 110
true false SOUTH EAST 167 110
true false EAST NORTH 167 110
true false NORTH EAST 167 110
true false EAST NORTH 166 120
true false NORTH NORTH 165 130
true false NORTH EAST 164 140
true false EAST WEST 164 140
true false WEST EAST 164 140
true false EAST WEST 164 140
true false WEST SOUTH 164 140
true false SOUTH WEST 164 140
true false WEST EAST 164 140
true false EAST WEST 164 140
true false WEST WEST 164 140
true false WEST WEST 164 140
true false WEST NORTH 164 140
true false NORTH WEST 164 140
true false WEST SOUTH 164 140
true false SOUTH EAST 164 140
true false EAST SOUTH 164 140
true false SOUTH SOUTH 164 140
true false SOUTH SOUTH 163 150
true false SOUTH EAST 162 160
true false EAST NORTH 162 160
true false NORTH NORTH 162 160
true false NORTH SOUTH 162 160
true false SOUTH EAST 162 160
true false EAST NORTH 162 160
true false NORTH EAST 162 160
true false EAST EAST 161 170
true false EAST WEST 160 180
true false WEST SOUTH 160 180
true false SOUTH WEST 160 180
true false WEST WEST 160 180
true false WEST EAST 160 180
true false EAST SOUTH 160 180
true false SOUTH WEST 160 180
true false WEST SOUTH 160 180
true false SOUTH NORTH 160 180
true false NORTH WEST 160 180
true false WEST SOUTH 160 180
true false SOUTH EAST 160 180
true false EAST EAST 160 180
true false EAST EAST 160 180
true false EAST WEST 160 180
true false WEST NORTH 159 -2147483459
true false NORTH NORTH 159 -2147483459
true false NORTH SOUTH 159 -2147483459
true false SOUTH EAST 159 -2147483459
true false EAST EAST 159 -2147483459
true false EAST SOUTH 159 -2147483459
true false SOUTH SOUTH 158 -2147483449
true false SOUTH EAST 157 -2147483439
true false EAST NORTH 156 -2147483429
true false NORTH WEST 156 -2147483429
true false WEST WEST 156 -2147483429
true false WEST WEST 156 -2147483429
true false WEST EAST 156 -2147483429
true false EAST NORTH 156 -2147483429
true false NORTH SOUTH 156 -2147483429
true false SOUTH EAST 156 -2147483429
true false EAST EAST 155 -2147483419
true false EAST SOUTH 154 -2147483409
true false SOUTH WEST 154 -2147483409
true false WEST SOUTH 154 -2147483409
true false SOUTH EAST 154 -2147483409
true false EAST SOUTH 154 -2147483409
true false SOUTH SOUTH 154 -2147483409
true false SOUTH EAST 154 -2147483409
true false EAST WEST 153 -2147483399
true false WEST WEST 153 -2147483399
true false WEST SOUTH 153 -2147483399
true false SOUTH NORTH 153 -2147483399
true false NORTH SOUTH 152 -2147483389
true false SOUTH NORTH 152 -2147483389
true false NORTH SOUTH 152 -2147483389
true false SOUTH EAST 152 -2147483389
true false EAST EAST 152 -2147483389
true false EAST WEST 152 -2147483389
true false WEST EAST 152 -2147483389
true false EAST EAST 152 -2147483389
true false EAST EAST 152 -2147483389
true false EAST SOUTH 152 -2147483389
true false SOUTH WEST 151 -2147483379
true false WEST EAST 151 -2147483379
true false EAST WEST 151 -2147483379
true false WEST SOUTH 151 -2147483379
true false SOUTH WEST 150 -2147483369
true false WEST NORTH 149 288
true false NORTH EAST 149 288
true false EAST NORTH 149 288
true false NORTH NORTH 149 288
true false NORTH NORTH 149 288
true false NORTH EAST 149 288
true false EAST WEST 149 288
true false WEST EAST 149 288
true false EAST EAST 149 288
true false EAST WEST 149 288
true false WEST WEST 149 288
true false WEST EAST 149 288
true false EAST NORTH 149 288
true false NORTH WEST 149 288
true false WEST WEST 149 288
true false WEST SOUTH 149 288
true false SOUTH NORTH 149 288
true false NORTH SOUTH 149 288
true false SOUTH NORTH 149 288
true false NORTH SOUTH 149 288
true false SOUTH WEST 149 288
true false WEST WEST 149 288
true false WEST EAST 149 288
true false EAST NORTH 149 288
true false NORTH NORTH 149 288
true false NORTH EAST 149 288
true false EAST NORTH 149 288
true false NORTH EAST 149 288
true false EAST WEST 149 288
true false WEST SOUTH 149 288
true false SOUTH EAST 149 288
true false EAST NORTH 149 288
true false NORTH EAST 149 288
true false EAST WEST 149 288
true false WEST EAST 149 288
true false EAST EAST 149 288
true false EAST NORTH 149 288
true false NORTH NORTH 149 288
true false NORTH EAST 149 288
true false EAST WEST 149 288
true false WEST SOUTH 149 288
true false SOUTH WEST 149 288
true false WEST NORTH 149 288
true false NORTH WEST 149 288
true false WEST EAST 149 288
true false EAST WEST 149 288
true false WEST WEST 149 288
true false WEST WEST 149 288
true false WEST NORTH 149 288
true false NORTH EAST 148 273
true false EAST WEST 147 258
true false WEST WEST 147 258
true false WEST NORTH 147 258
true false NORTH EAST 147 258
true false EAST NORTH 147 258
true false NORTH EAST 147 258
true false EAST NORTH 146 243
true false NORTH SOUTH 145 228
true false SOUTH EAST 145 228
true false EAST SOUTH 145 228
true false SOUTH NORTH 145 228
true false NORTH NORTH 145 228
true false NORTH WEST 144 213
false false WEST WEST 143 -2147483451
