isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST SOUTH 158 -2147483449
true false SOUTH SOUTH 158 -2147483449
true false SOUTH WEST 158 -2147483449
true false WEST SOUTH 158 -2147483449
true false SOUTH SOUTH 158 -2147483449
true false SOUTH NORTH 158 -2147483449
true false NORTH WEST 158 -2147483449
true false WEST NORTH 157 208
true false NORTH SOUTH 156 218
true false SOUTH NORTH 156 218
true false NORTH SOUTH 156 218
true false SOUTH SOUTH 156 218
true false SOUTH EAST 156 218
true false EAST NORTH 156 218
true false NORTH WEST 156 218
true false WEST SOUTH 156 218
true false SOUTH NORTH 156 218
true false NORTH WEST 156 218
true false WEST NORTH 156 218
true false NORTH EAST 155 228
true false EAST EAST 155 228
true false EAST WEST 155 228
true false WEST EAST 154 -2147483411
true false EAST WEST 154 -2147483411
true false WEST SOUTH 154 -2147483411
true false SOUTH SOUTH 154 -2147483411
true false SOUTH SOUTH 154 -2147483411
true false SOUTH NORTH 154 -2147483411
true false NORTH NORTH 154 -2147483411
true false NORTH SOUTH 154 -2147483411
true false SOUTH SOUTH 154 -2147483411
true false SOUTH NORTH 154 -2147483411
true false NORTH NORTH 154 -2147483411
true false NORTH EAST 154 -2147483411
true false EAST WEST 154 -2147483411
true false WEST SOUTH 154 -2147483411
true false SOUTH NORTH 154 -2147483411
true false NORTH WEST 154 -2147483411
true false WEST EAST 153 246
true false EAST NORTH 153 246
true false NORTH EAST 153 246
true false EAST SOUTH 153 246
true false SOUTH EAST 153 246
true false EAST SOUTH 153 246
true false SOUTH EAST 153 246
true false EAST WEST 153 246
true false WEST EAST 153 246
true false EAST EAST 153 246
true false EAST SOUTH 153 246
true false SOUTH EAST 153 246
true false EAST EAST 153 246
true false EAST NORTH 153 246
true false NORTH WEST 153 246
true false WEST NORTH 153 246
true false NORTH NORTH 153 246
true false NORTH EAST 153 246
true false EAST EAST 153 246
true false EAST SOUTH 153 246
true false SOUTH EAST 153 246
true false EAST SOUTH 153 246
true false SOUTH WEST 153 246
true false WEST WEST 153 246
true false WEST SOUTH 153 246
true false SOUTH NORTH 153 246
true false NORTH WEST 153 246
true false WEST EAST 153 246
true false EAST EAST 153 246
true false EAST NORTH 153 246
true false NORTH SOUTH 153 246
true false SOUTH NORTH 152 256
true false NORTH EAST 152 256
true false EAST NORTH 152 256
true false NORTH WEST 152 256
true false WEST WEST 152 256
true false WEST SOUTH 152 256
true false SOUTH SOUTH 152 256
true false SOUTH EAST 152 256
true false EAST SOUTH 152 256
true false SOUTH WEST 152 256
true false WEST EAST 152 256
true false EAST WEST 152 256
true false WEST WEST 152 256
true false WEST NORTH 152 256
true false NORTH SOUTH 152 256
true false SOUTH NORTH 152 256
true false NORTH SOUTH 152 256
true false SOUTH WEST 152 256
true false WEST SOUTH 152 256
true false SOUTH EAST 151 266
true false EAST EAST 150 251
true false EAST EAST 149 236
true false EAST SOUTH 148 221
true false SOUTH NORTH 147 206
true false NORTH WEST 147 206
true false WEST WEST 147 206
true false WEST SOUTH 147 206
true false SOUTH WEST 147 206
true false WEST NORTH 147 206
true false NORTH SOUTH 147 206
true false SOUTH EAST 147 206
true false EAST SOUTH 147 206
true false SOUTH NORTH 147 206
true false NORTH WEST 147 206
true false WEST EAST 147 206
true false EAST NORTH 147 206
true false NORTH SOUTH 147 206
true false SOUTH WEST 147 206
true false WEST SOUTH 147 206
true false SOUTH WEST 147 206
true false WEST NORTH 147 206
true false NORTH NORTH 147 206
true false NORTH EAST 147 206
true false EAST SOUTH 147 206
true false SOUTH NORTH 147 206
true false NORTH EAST 147 206
true false EAST SOUTH 147 206
true false SOUTH SOUTH 147 206
true false SOUTH SOUTH 147 206
true false SOUTH SOUTH 147 206
true false SOUTH SOUTH 147 206
true false SOUTH NORTH 147 206
true false NORTH WEST 147 206
true false WEST EAST 147 206
true false EAST WEST 147 206
true false WEST WEST 147 206
true false WEST SOUTH 147 206
true false SOUTH EAST 147 206
true false EAST WEST 147 206
true false WEST EAST 147 206
true false EAST SOUTH 147 206
true false SOUTH NORTH 147 206
true false NORTH WEST 147 206
true false WEST NORTH 147 206
true false NORTH WEST 147 206
true false WEST SOUTH 147 206
true false SOUTH EAST 147 206
true false EAST WEST 147 206
true false WEST SOUTH 147 206
true false SOUTH NORTH 147 206
true false NORTH SOUTH 147 206
true false SOUTH WEST 147 206
true false WEST NORTH 147 206
true false NORTH SOUTH 147 206
true false SOUTH EAST 147 206
true false EAST SOUTH 147 206
true false SOUTH SOUTH 147 206
true false SOUTH SOUTH 147 206
true false SOUTH NORTH 147 206
true false NORTH NORTH 147 206
true false NORTH EAST 147 206
true false EAST EAST 147 206
true false EAST NORTH 147 206
true false NORTH EAST 147 206
true false EAST EAST 147 206
true false EAST NORTH 147 206
true false NORTH EAST 147 206
true false EAST SOUTH 147 206
true false SOUTH EAST 147 206
true false EAST NORTH 147 206
true false NORTH NORTH 147 206
true false NORTH WEST 147 206
true false WEST SOUTH 147 206
true false SOUTH WEST 147 206
true false WEST NORTH 147 206
true false NORTH NORTH 147 206
true false NORTH NORTH 147 206
true false NORTH WEST 147 206
true false WEST SOUTH 147 206
true false SOUTH NORTH 147 206
true false NORTH WEST 147 206
true false WEST SOUTH 147 206
true false SOUTH NORTH 147 206
true false NORTH EAST 147 206
true false EAST SOUTH 147 206
true false SOUTH EAST 147 206
true false EAST SOUTH 147 206
true false SOUTH WEST 147 206
true false WEST NORTH 147 206
true false NORTH SOUTH 147 206
true false SOUTH NORTH 147 206
true false NORTH NORTH 147 206
true false NORTH NORTH 147 206
true false NORTH NORTH 147 206
true false NORTH NORTH 147 206
true false NORTH WEST 147 206
true false WEST WEST 147 206
true false WEST NORTH 147 206
true false NORTH EAST 147 206
true false EAST EAST 147 206
true false EAST EAST 147 206
true false EAST EAST 147 206
true false EAST EAST 147 206
true false EAST WEST 147 206
true false WEST EAST 147 206
true false EAST EAST 147 206
true false EAST SOUTH 146 191
true false SOUTH NORTH 146 191
true false NORTH WEST 145 176
true false WEST NORTH 145 176
true false NORTH WEST 144 161
true false WEST NORTH 144 161
true false NORTH WEST 144 161
true false WEST EAST 144 161
false false EAST EAST 143 146
